year,title,pdf_link,Type,ODP reused?,ODP resued names,ODPs links,ontology_available?,Ontology link,
2009,Preliminary Results of Logical Ontology Pattern Detection using SPARQL and Lexical Heuristics,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap06.pdf,Other,FALSE,,,FALSE,,
2009,"Concept Partition Pattern
http:// ontologydesignpatterns.org/wiki/Submission:Partition",http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pat08.pdf,ODP,FALSE,,http://ontologydesignpatterns.org/wiki/Submission:Partition,FALSE,,
2009,"Pattern for Re-engineering a Classification Scheme, which Follows the Path Enumeration Data Model, to a Taxonomy",http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pat04.pdf,ODP,FALSE,,"http://ontologydesignpatterns.org/wiki/Submissions:Classification scheme -
path enumeration model - to Taxonomy",,,
2009,ConceptTerms http://ontologydesignpatterns.org/wiki/Submissions:ConceptTerms,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pat07.pdf,ODP,FALSE,,http://ontologydesignpatterns.org/wiki/Submissions:ConceptTerms,FALSE,,
2009,Ontology Naming Pattern Sauce for (Human and Computer) Gourmets,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap18.pdf,ODP,FALSE,,,FALSE,,
2009,Ontology Patterns and Beyond - Towards a Universal Pattern Language,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap10.pdf,Pattern Language,FALSE,,,FALSE,,
2009,The newsEvents Ontology - An Ontology for Describing Business Events,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap13.pdf,Ontology,TRUE,"Participation,ObjectRole",https://raw.githubusercontent.com/odpa/patterns-repository/refs/heads/master/Time_indexed_participation/timeindexedparticipation.owl,TRUE,https://www.aifb.uni-karlsruhe.de/WBS/uhe/ontologies/newsEvents.owl,
2009,View Inheritance as an Extension of the Normalization Ontology Design Pattern,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap11.pdf,ODP,FALSE,,http://ontologydesignpatterns.org/index.php/Submissions:View_Inheritance,FALSE,,
2009,Ontologies Construction for Web Services,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap12.pdf,Other,FALSE,,,FALSE,,
2009,Ontology Analysis Based on Ontology Design Patterns,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap05.pdf,Other,FALSE,,,FALSE,,
2009,Pattern Definitions and Semantically Annotated Instances,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap16.pdf,Other,FALSE,,,FALSE,,
2009,Refining Ontologies by Pattern-Based Completion,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-516/pap19.pdf,Ontology learning,FALSE,,http://ontologydesignpatterns.org/wiki/Submissions:Precedence,FALSE,,
