file,dir,iri,method
patterns-repository/Food_Recipe_Ingredient_Substitution_ODP/food_recipe_ingredient_substitute_ODP.owl,patterns-repository/Food_Recipe_Ingredient_Substitution_ODP,http://www.semanticweb.org/anna.wroblewska/ontologies/2021/11/untitled-ontology-24,xml:base
patterns-repository/Food_Recipe_Ingredient_Substitution_ODP/food_recipe_ingredient_substitute_ODP.owl,patterns-repository/Food_Recipe_Ingredient_Substitution_ODP,http://www.semanticweb.org/anna.wroblewska/ontologies/2021/11/untitled-ontology-24,xmlns (default namespace)
patterns-repository/Food_Recipe_Ingredient_Substitution_Ontology_Design_Pattern/food_recipe_ingredient_substitute_ODP.owl,patterns-repository/Food_Recipe_Ingredient_Substitution_Ontology_Design_Pattern,http://semantic.cs.put.poznan.pl/ontologies/food_ingredient_substitutes,owl:Ontology IRI/rdf:about
patterns-repository/Food_Recipe_Ingredient_Substitution_Ontology_Design_Pattern/food_recipe_ingredient_substitute_ODP.owl,patterns-repository/Food_Recipe_Ingredient_Substitution_Ontology_Design_Pattern,http://www.semanticweb.org/anna.wroblewska/ontologies/2021/11/untitled-ontology-24,xml:base
patterns-repository/Food_Recipe_Ingredient_Substitution_Ontology_Design_Pattern/food_recipe_ingredient_substitute_ODP.owl,patterns-repository/Food_Recipe_Ingredient_Substitution_Ontology_Design_Pattern,http://www.semanticweb.org/anna.wroblewska/ontologies/2021/11/untitled-ontology-24,xmlns (default namespace)
patterns-repository/GO_Top/gotop.owl,patterns-repository/GO_Top,http://www.ontologydesignpatterns.org/cp/owl/gotop.owl,owl:Ontology IRI/rdf:about
patterns-repository/GO_Top/gotop.owl,patterns-repository/GO_Top,http://www.ontologydesignpatterns.org/cp/owl/gotop.owl,xml:base
patterns-repository/GO_Top/gotop.owl,patterns-repository/GO_Top,http://www.ontologydesignpatterns.org/cp/owl/gotop.owl,xmlns (default namespace)
patterns-repository/GearSpecies/cpannotationschema.owl,patterns-repository/GearSpecies,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/GearSpecies/cpannotationschema.owl,patterns-repository/GearSpecies,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/GearSpecies/gearspecies.owl,patterns-repository/GearSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearspecies.owl,xml:base
patterns-repository/GearSpecies/gearspecies.owl,patterns-repository/GearSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearspecies.owl,xmlns (default namespace)
patterns-repository/GearVessel/cpannotationschema.owl,patterns-repository/GearVessel,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/GearVessel/cpannotationschema.owl,patterns-repository/GearVessel,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/GearVessel/gearvessel.owl,patterns-repository/GearVessel,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearvessel.owl,xml:base
patterns-repository/GearVessel/gearvessel.owl,patterns-repository/GearVessel,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearvessel.owl,xmlns (default namespace)
patterns-repository/GearWaterArea/gearwaterarea.owl,patterns-repository/GearWaterArea,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearwaterarea.owl,xml:base
patterns-repository/GearWaterArea/gearwaterarea.owl,patterns-repository/GearWaterArea,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearwaterarea.owl,xmlns (default namespace)
patterns-repository/HazardousSituation/HazardousSituation.owl,patterns-repository/HazardousSituation,http://semantic.cs.put.poznan.pl/ontologies/oshdo/HazardousSituation,owl:Ontology IRI/rdf:about
patterns-repository/HazardousSituation/HazardousSituation.owl,patterns-repository/HazardousSituation,http://www.semanticweb.org/ontologies/2015/6/untitled-ontology-181,xml:base
patterns-repository/HazardousSituation/HazardousSituation.owl,patterns-repository/HazardousSituation,http://www.semanticweb.org/ontologies/2015/6/untitled-ontology-181,xmlns (default namespace)
patterns-repository/InformationObjectsAndRepresentationLanguages/informationobjectsandrepresentationlanguages.owl,patterns-repository/InformationObjectsAndRepresentationLanguages,http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl,owl:Ontology IRI/rdf:about
patterns-repository/InformationObjectsAndRepresentationLanguages/informationobjectsandrepresentationlanguages.owl,patterns-repository/InformationObjectsAndRepresentationLanguages,http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl,xml:base
patterns-repository/InformationObjectsAndRepresentationLanguages/informationobjectsandrepresentationlanguages.owl,patterns-repository/InformationObjectsAndRepresentationLanguages,http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl,xmlns (default namespace)
patterns-repository/Information_realization/DUL.owl,patterns-repository/Information_realization,http://www.w3.org/1999/xhtml,xmlns (default namespace)
patterns-repository/Information_realization/IMeMine.owl,patterns-repository/Information_realization,http://www.ontologydesignpatterns.org/cp/examples/informationrealization/IMeMine.owl,xml:base
patterns-repository/Information_realization/IMeMine.owl,patterns-repository/Information_realization,http://www.ontologydesignpatterns.org/cp/examples/informationrealization/IMeMine.owl,xmlns (default namespace)
patterns-repository/Information_realization/informationrealization.owl,patterns-repository/Information_realization,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,owl:Ontology IRI/rdf:about
patterns-repository/Information_realization/informationrealization.owl,patterns-repository/Information_realization,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,xml:base
patterns-repository/Information_realization/informationrealization.owl,patterns-repository/Information_realization,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,xmlns (default namespace)
patterns-repository/IntensionExtension/DUL.owl,patterns-repository/IntensionExtension,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/IntensionExtension/DUL.owl,patterns-repository/IntensionExtension,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/IntensionExtension/DUL.owl,patterns-repository/IntensionExtension,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/IntensionExtension/intensionextension.owl,patterns-repository/IntensionExtension,http://www.ontologydesignpatterns.org/cp/owl/intensionextension.owl,owl:Ontology IRI/rdf:about
patterns-repository/IntensionExtension/intensionextension.owl,patterns-repository/IntensionExtension,http://www.ontologydesignpatterns.org/cp/owl/intensionextension.owl,xml:base
patterns-repository/IntensionExtension/intensionextension.owl,patterns-repository/IntensionExtension,http://www.ontologydesignpatterns.org/cp/owl/intensionextension.owl,xmlns (default namespace)
patterns-repository/Interest/InterestOntology.owl,patterns-repository/Interest,http://www.semanticweb.org/hirtq/ontologies/2018/5/uip,OWL/XML ontologyIRI
patterns-repository/Interest/InterestOntology.owl,patterns-repository/Interest,http://www.semanticweb.org/hirtq/ontologies/2018/5/uip,xml:base
patterns-repository/Interest/InterestOntology.owl,patterns-repository/Interest,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/Invoice/invoice.owl,patterns-repository/Invoice,http://www.ontologydesignpatterns.org/cp/owl/invoice.owl,owl:Ontology IRI/rdf:about
patterns-repository/Invoice/invoice.owl,patterns-repository/Invoice,http://www.ontologydesignpatterns.org/cp/owl/invoice.owl,xml:base
patterns-repository/Invoice/invoice.owl,patterns-repository/Invoice,http://www.ontologydesignpatterns.org/cp/owl/invoice.owl,xmlns (default namespace)
patterns-repository/LinnaeanTaxonomy/linnaeantaxonomy.owl,patterns-repository/LinnaeanTaxonomy,http://www.ontologydesignpatterns.org/cp/owl/linnaeantaxonomy.owl,owl:Ontology IRI/rdf:about
patterns-repository/LinnaeanTaxonomy/linnaeantaxonomy.owl,patterns-repository/LinnaeanTaxonomy,http://www.ontologydesignpatterns.org/cp/owl/linnaeantaxonomy.owl,xml:base
patterns-repository/LinnaeanTaxonomy/linnaeantaxonomy.owl,patterns-repository/LinnaeanTaxonomy,http://www.ontologydesignpatterns.org/cp/owl/linnaeantaxonomy.owl,xmlns (default namespace)
patterns-repository/List/list.owl,patterns-repository/List,http://www.ontologydesignpatterns.org/cp/owl/list.owl,xml:base
patterns-repository/List/list.owl,patterns-repository/List,http://www.ontologydesignpatterns.org/cp/owl/list.owl,xmlns (default namespace)
patterns-repository/Logistics_Service_(LoSe_ODP)/LoSe_ODP.owl,patterns-repository/Logistics_Service_(LoSe_ODP),http://www.w3.org/2000/svg,xmlns (default namespace)
patterns-repository/Material_Transformation/MaterialTransformationPattern.owl,patterns-repository/Material_Transformation,http://descartes-core.org/ontologies/mt/1.1/MaterialTransformationPattern,owl:Ontology IRI/rdf:about
patterns-repository/Material_Transformation/MaterialTransformationPattern.owl,patterns-repository/Material_Transformation,http://www.descartes-core.org/patterns/owl/MaterialTransformationPattern,xml:base
patterns-repository/Material_Transformation/MaterialTransformationPattern.owl,patterns-repository/Material_Transformation,http://www.descartes-core.org/patterns/owl/MaterialTransformationPattern,xmlns (default namespace)
patterns-repository/MaterialsProperty/matl-prop.owl,patterns-repository/MaterialsProperty,http://example.org/mmd/matlprop/mp-prop,OWL/XML ontologyIRI
patterns-repository/MaterialsProperty/matl-prop.owl,patterns-repository/MaterialsProperty,http://example.org/mmd/matlprop/mp-prop,xml:base
patterns-repository/MaterialsProperty/matl-prop.owl,patterns-repository/MaterialsProperty,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/MicroblogEntry/MicroblogEntry.owl,patterns-repository/MicroblogEntry,http://www.w3.org/2000/svg,xmlns (default namespace)
patterns-repository/Move/move.owl,patterns-repository/Move,http://www.ontologydesignpatterns.org/cp/owl/move.owl,owl:Ontology IRI/rdf:about
patterns-repository/Move/move.owl,patterns-repository/Move,http://www.ontologydesignpatterns.org/cp/owl/move.owl,xml:base
patterns-repository/Move/move.owl,patterns-repository/Move,http://www.ontologydesignpatterns.org/cp/owl/move.owl,xmlns (default namespace)
patterns-repository/Nary_Participation/naryparticipation.owl,patterns-repository/Nary_Participation,http://www.ontologydesignpatterns.org/cp/owl/naryparticipation.owl,xml:base
patterns-repository/Nary_Participation/naryparticipation.owl,patterns-repository/Nary_Participation,http://www.ontologydesignpatterns.org/cp/owl/naryparticipation.owl,xmlns (default namespace)
patterns-repository/Nary_Participation/naryparticipationex.owl,patterns-repository/Nary_Participation,http://www.w3.org/1999/xhtml,xmlns (default namespace)
patterns-repository/NewsReportingEvent/newsreportingevent.owl,patterns-repository/NewsReportingEvent,http://semantic.cs.put.poznan.pl/ontologies/newsreportingevent.owl,owl:Ontology IRI/rdf:about
patterns-repository/NewsReportingEvent/newsreportingevent.owl,patterns-repository/NewsReportingEvent,http://semantic.cs.put.poznan.pl/ontologies/newsreportingevent.owl,xml:base
patterns-repository/NewsReportingEvent/newsreportingevent.owl,patterns-repository/NewsReportingEvent,http://semantic.cs.put.poznan.pl/ontologies/newsreportingevent.owl,xmlns (default namespace)
patterns-repository/Notepattern/notepattern.owl,patterns-repository/Notepattern,https://purl.org/andreapoltronieri/notepattern/,owl:Ontology IRI/rdf:about
patterns-repository/Notepattern/notepattern.owl,patterns-repository/Notepattern,https://purl.org/andreapoltronieri/notepattern/,xml:base
patterns-repository/Notepattern/notepattern.owl,patterns-repository/Notepattern,https://purl.org/andreapoltronieri/notepattern/,xmlns (default namespace)
patterns-repository/OOPMetrics/oopmetrics.owl,patterns-repository/OOPMetrics,http://www.w3.org/1999/xhtml,xmlns (default namespace)
patterns-repository/Object_with_states/ObjectWithStates.owl,patterns-repository/Object_with_states,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,owl:Ontology IRI/rdf:about
patterns-repository/Object_with_states/ObjectWithStates.owl,patterns-repository/Object_with_states,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,xml:base
patterns-repository/Object_with_states/ObjectWithStates.owl,patterns-repository/Object_with_states,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,xmlns (default namespace)
patterns-repository/Object_with_states/alm-istack.owl,patterns-repository/Object_with_states,http://delicias.dia.fi.upm.es/ontologies/alm-istack,owl:Ontology IRI/rdf:about
patterns-repository/Object_with_states/alm-istack.owl,patterns-repository/Object_with_states,http://delicias.dia.fi.upm.es/ontologies/alm-istack,xml:base
patterns-repository/Object_with_states/alm-istack.owl,patterns-repository/Object_with_states,http://delicias.dia.fi.upm.es/ontologies/alm-istack,xmlns (default namespace)
patterns-repository/Object_with_states/collectionentity.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/collectionentity.owl,owl:Ontology IRI/rdf:about
patterns-repository/Object_with_states/collectionentity.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/collectionentity.owl,xml:base
patterns-repository/Object_with_states/collectionentity.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/collectionentity.owl,xmlns (default namespace)
patterns-repository/Object_with_states/set.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/set.owl,xml:base
patterns-repository/Object_with_states/set.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/set.owl,xmlns (default namespace)
patterns-repository/Object_with_states/situation.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,owl:Ontology IRI/rdf:about
patterns-repository/Object_with_states/situation.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xml:base
patterns-repository/Object_with_states/situation.owl,patterns-repository/Object_with_states,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xmlns (default namespace)
patterns-repository/Objectrole/objectrole.owl,patterns-repository/Objectrole,http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl,owl:Ontology IRI/rdf:about
patterns-repository/Objectrole/objectrole.owl,patterns-repository/Objectrole,http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl,xml:base
patterns-repository/Objectrole/objectrole.owl,patterns-repository/Objectrole,http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl,xmlns (default namespace)
patterns-repository/Observation/observation.owl,patterns-repository/Observation,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,owl:Ontology IRI/rdf:about
patterns-repository/Observation/observation.owl,patterns-repository/Observation,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,xml:base
patterns-repository/Observation/observation.owl,patterns-repository/Observation,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,xmlns (default namespace)
patterns-repository/Observation/situation.owl,patterns-repository/Observation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,owl:Ontology IRI/rdf:about
patterns-repository/Observation/situation.owl,patterns-repository/Observation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xml:base
patterns-repository/Observation/situation.owl,patterns-repository/Observation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xmlns (default namespace)
patterns-repository/Parameter/DUL.owl,patterns-repository/Parameter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Parameter/DUL.owl,patterns-repository/Parameter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Parameter/DUL.owl,patterns-repository/Parameter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Parameter/parameter.owl,patterns-repository/Parameter,http://www.ontologydesignpatterns.org/cp/owl/parameter.owl,owl:Ontology IRI/rdf:about
patterns-repository/Parameter/parameter.owl,patterns-repository/Parameter,http://www.ontologydesignpatterns.org/cp/owl/parameter.owl,xml:base
patterns-repository/Parameter/parameter.owl,patterns-repository/Parameter,http://www.ontologydesignpatterns.org/cp/owl/parameter.owl,xmlns (default namespace)
patterns-repository/PartOf/humanbodyparts.owl,patterns-repository/PartOf,http://www.ontologydesignpatterns.org/cp/examples/partof/humanbodyparts.owl,xml:base
patterns-repository/PartOf/humanbodyparts.owl,patterns-repository/PartOf,http://www.ontologydesignpatterns.org/cp/examples/partof/humanbodyparts.owl,xmlns (default namespace)
patterns-repository/PartOf/partof.owl,patterns-repository/PartOf,http://www.ontologydesignpatterns.org/cp/owl/partof.owl,owl:Ontology IRI/rdf:about
patterns-repository/PartOf/partof.owl,patterns-repository/PartOf,http://www.ontologydesignpatterns.org/cp/owl/partof.owl,xml:base
patterns-repository/PartOf/partof.owl,patterns-repository/PartOf,http://www.ontologydesignpatterns.org/cp/owl/partof.owl,xmlns (default namespace)
patterns-repository/ParticipantRole/ParticipantRole.owl,patterns-repository/ParticipantRole,http://www.w3.org/1999/xhtml,xmlns (default namespace)
patterns-repository/Participation/DUL.owl,patterns-repository/Participation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Participation/DUL.owl,patterns-repository/Participation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Participation/DUL.owl,patterns-repository/Participation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Participation/participation.owl,patterns-repository/Participation,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,owl:Ontology IRI/rdf:about
patterns-repository/Participation/participation.owl,patterns-repository/Participation,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,xml:base
patterns-repository/Participation/participation.owl,patterns-repository/Participation,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,xmlns (default namespace)
patterns-repository/PeriodicInterval/PeriodicInterval.owl,patterns-repository/PeriodicInterval,http://delicias.dia.fi.upm.es/ontologies/PeriodicInterval.owl,owl:Ontology IRI/rdf:about
patterns-repository/PeriodicInterval/PeriodicInterval.owl,patterns-repository/PeriodicInterval,http://delicias.dia.fi.upm.es/ontologies/PeriodicInterval.owl,xml:base
patterns-repository/PeriodicInterval/PeriodicInterval.owl,patterns-repository/PeriodicInterval,http://delicias.dia.fi.upm.es/ontologies/PeriodicInterval.owl,xmlns (default namespace)
patterns-repository/Persons/persons.owl,patterns-repository/Persons,http://www.ontologydesignpatterns.org/cp/owl/persons.owl,owl:Ontology IRI/rdf:about
patterns-repository/Persons/persons.owl,patterns-repository/Persons,http://www.ontologydesignpatterns.org/cp/owl/persons.owl,xml:base
patterns-repository/Persons/persons.owl,patterns-repository/Persons,http://www.ontologydesignpatterns.org/cp/owl/persons.owl,xmlns (default namespace)
patterns-repository/PharmaInnova/cpannotationschema.owl,patterns-repository/PharmaInnova,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/PharmaInnova/cpannotationschema.owl,patterns-repository/PharmaInnova,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/Place/DUL.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Place/DUL.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Place/DUL.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Place/cpannotationschema.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/Place/cpannotationschema.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/Place/place.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/cp/owl/place.owl,owl:Ontology IRI/rdf:about
patterns-repository/Place/place.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/cp/owl/place.owl,xml:base
patterns-repository/Place/place.owl,patterns-repository/Place,http://www.ontologydesignpatterns.org/cp/owl/place.owl,xmlns (default namespace)
patterns-repository/PlanConditions/planconditions.owl,patterns-repository/PlanConditions,http://www.ontologydesignpatterns.org/cp/owl/planconditions.owl,owl:Ontology IRI/rdf:about
patterns-repository/PlanConditions/planconditions.owl,patterns-repository/PlanConditions,http://www.ontologydesignpatterns.org/cp/owl/planconditions.owl,xml:base
patterns-repository/PlanConditions/planconditions.owl,patterns-repository/PlanConditions,http://www.ontologydesignpatterns.org/cp/owl/planconditions.owl,xmlns (default namespace)
patterns-repository/Policy/Policy_ODP.owl,patterns-repository/Policy,http://mklab.iti.gr/pericles/Policy_ODP,owl:Ontology IRI/rdf:about
patterns-repository/Policy/Policy_ODP.owl,patterns-repository/Policy,http://mklab.iti.gr/pericles/Policy_ODP,xml:base
patterns-repository/Policy/Policy_ODP.owl,patterns-repository/Policy,http://mklab.iti.gr/pericles/Policy_ODP,xmlns (default namespace)
patterns-repository/Pollution/PollutionODP.owl,patterns-repository/Pollution,http://www.w3.org/2000/svg,xmlns (default namespace)
patterns-repository/Price/price.owl,patterns-repository/Price,http://www.ontologydesignpatterns.org/cp/owl/price.owl,owl:Ontology IRI/rdf:about
patterns-repository/Price/price.owl,patterns-repository/Price,http://www.ontologydesignpatterns.org/cp/owl/price.owl,xml:base
patterns-repository/Price/price.owl,patterns-repository/Price,http://www.ontologydesignpatterns.org/cp/owl/price.owl,xmlns (default namespace)
patterns-repository/PrivacyPolicyPersonalData/privacypolicy.owl,patterns-repository/PrivacyPolicyPersonalData,http://openscience.adaptcentre.ie/ontologies/privacypolicy#,OWL/XML ontologyIRI
patterns-repository/PrivacyPolicyPersonalData/privacypolicy.owl,patterns-repository/PrivacyPolicyPersonalData,http://openscience.adaptcentre.ie/ontologies/privacypolicy#,xml:base
patterns-repository/PrivacyPolicyPersonalData/privacypolicy.owl,patterns-repository/PrivacyPolicyPersonalData,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/Provenance/EntityWithProvenanceOntologyPattern.owl,patterns-repository/Provenance,http://www.semanticweb.org/hirtq/ontologies/2018/4/EntityWithProvenanceOntologyPattern,OWL/XML ontologyIRI
patterns-repository/Provenance/EntityWithProvenanceOntologyPattern.owl,patterns-repository/Provenance,http://www.semanticweb.org/hirtq/ontologies/2018/4/EntityWithProvenanceOntologyPattern,xml:base
patterns-repository/Provenance/EntityWithProvenanceOntologyPattern.owl,patterns-repository/Provenance,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/RTMSmapping/cpannotationschema.owl,patterns-repository/RTMSmapping,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/RTMSmapping/cpannotationschema.owl,patterns-repository/RTMSmapping,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/RTMSmapping/rtmsmapping.owl,patterns-repository/RTMSmapping,http://www.ontologydesignpatterns.org/cp/owl/fsdas/rtmsmapping.owl,xml:base
patterns-repository/RTMSmapping/rtmsmapping.owl,patterns-repository/RTMSmapping,http://www.ontologydesignpatterns.org/cp/owl/fsdas/rtmsmapping.owl,xmlns (default namespace)
patterns-repository/RecurrentEventSeries/recurrenteventseries.owl,patterns-repository/RecurrentEventSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrenteventseries.owl,owl:Ontology IRI/rdf:about
patterns-repository/RecurrentEventSeries/recurrenteventseries.owl,patterns-repository/RecurrentEventSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrenteventseries.owl,xml:base
patterns-repository/RecurrentEventSeries/recurrenteventseries.owl,patterns-repository/RecurrentEventSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrenteventseries.owl,xmlns (default namespace)
patterns-repository/RecurrentSituationSeries/recurrenteventseries.owl,patterns-repository/RecurrentSituationSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrenteventseries.owl,owl:Ontology IRI/rdf:about
patterns-repository/RecurrentSituationSeries/recurrenteventseries.owl,patterns-repository/RecurrentSituationSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrenteventseries.owl,xml:base
patterns-repository/RecurrentSituationSeries/recurrenteventseries.owl,patterns-repository/RecurrentSituationSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrenteventseries.owl,xmlns (default namespace)
patterns-repository/RecurrentSituationSeries/recurrentsituationseries.owl,patterns-repository/RecurrentSituationSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrentsituationseries.owl,owl:Ontology IRI/rdf:about
patterns-repository/RecurrentSituationSeries/recurrentsituationseries.owl,patterns-repository/RecurrentSituationSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrentsituationseries.owl,xml:base
patterns-repository/RecurrentSituationSeries/recurrentsituationseries.owl,patterns-repository/RecurrentSituationSeries,http://www.ontologydesignpatterns.org/cp/owl/recurrentsituationseries.owl,xmlns (default namespace)
patterns-repository/Region/DUL.owl,patterns-repository/Region,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Region/DUL.owl,patterns-repository/Region,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Region/DUL.owl,patterns-repository/Region,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Region/region.owl,patterns-repository/Region,http://www.ontologydesignpatterns.org/cp/owl/region.owl,owl:Ontology IRI/rdf:about
patterns-repository/Region/region.owl,patterns-repository/Region,http://www.ontologydesignpatterns.org/cp/owl/region.owl,xml:base
patterns-repository/Region/region.owl,patterns-repository/Region,http://www.ontologydesignpatterns.org/cp/owl/region.owl,xmlns (default namespace)
patterns-repository/ReportingEvent/reportingevent.owl,patterns-repository/ReportingEvent,http://semantic.cs.put.poznan.pl/ontologies/reportingevent.owl,owl:Ontology IRI/rdf:about
patterns-repository/ReportingEvent/reportingevent.owl,patterns-repository/ReportingEvent,http://semantic.cs.put.poznan.pl/ontologies/reportingevent.owl,xml:base
patterns-repository/ReportingEvent/reportingevent.owl,patterns-repository/ReportingEvent,http://semantic.cs.put.poznan.pl/ontologies/reportingevent.owl,xmlns (default namespace)
patterns-repository/ReportingNewsEvent/newsreportingevent.owl,patterns-repository/ReportingNewsEvent,http://semantic.cs.put.poznan.pl/ontologies/newsreportingevent.owl,owl:Ontology IRI/rdf:about
patterns-repository/ReportingNewsEvent/newsreportingevent.owl,patterns-repository/ReportingNewsEvent,http://semantic.cs.put.poznan.pl/ontologies/newsreportingevent.owl,xml:base
patterns-repository/ReportingNewsEvent/newsreportingevent.owl,patterns-repository/ReportingNewsEvent,http://semantic.cs.put.poznan.pl/ontologies/newsreportingevent.owl,xmlns (default namespace)
patterns-repository/ResourceAbundanceObservation/resourceabundanceobservation.owl,patterns-repository/ResourceAbundanceObservation,http://www.ontologydesignpatterns.org/cp/owl/fsdas/resourceabundanceobservation.owl,xml:base
patterns-repository/ResourceAbundanceObservation/resourceabundanceobservation.owl,patterns-repository/ResourceAbundanceObservation,http://www.ontologydesignpatterns.org/cp/owl/fsdas/resourceabundanceobservation.owl,xmlns (default namespace)
patterns-repository/ResourceExploitationObservation/observation.owl,patterns-repository/ResourceExploitationObservation,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,owl:Ontology IRI/rdf:about
patterns-repository/ResourceExploitationObservation/observation.owl,patterns-repository/ResourceExploitationObservation,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,xml:base
patterns-repository/ResourceExploitationObservation/observation.owl,patterns-repository/ResourceExploitationObservation,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,xmlns (default namespace)
patterns-repository/ResourceExploitationObservation/resourceexploitationobservation.owl,patterns-repository/ResourceExploitationObservation,http://www.ontologydesignpatterns.org/cp/owl/fsdas/resourceexploitationobservation.owl,xml:base
patterns-repository/ResourceExploitationObservation/resourceexploitationobservation.owl,patterns-repository/ResourceExploitationObservation,http://www.ontologydesignpatterns.org/cp/owl/fsdas/resourceexploitationobservation.owl,xmlns (default namespace)
