file,dir,iri,method
patterns-repository/RoleDependentNames/RoleDependentNames.owl,patterns-repository/RoleDependentNames,https://kastle-labl.org/lod/ontology/,Turtle @base
patterns-repository/Role_task/DUL.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Role_task/DUL.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Role_task/DUL.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Role_task/ex1.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/cp/examples/taskrole/ex1.owl,xml:base
patterns-repository/Role_task/ex1.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/cp/examples/taskrole/ex1.owl,xmlns (default namespace)
patterns-repository/Role_task/taskrole.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/cp/owl/taskrole.owl,owl:Ontology IRI/rdf:about
patterns-repository/Role_task/taskrole.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/cp/owl/taskrole.owl,xml:base
patterns-repository/Role_task/taskrole.owl,patterns-repository/Role_task,http://www.ontologydesignpatterns.org/cp/owl/taskrole.owl,xmlns (default namespace)
patterns-repository/Scorepart/scorepart.owl,patterns-repository/Scorepart,https://purl.org/andreapoltronieri/scorepart/,owl:Ontology IRI/rdf:about
patterns-repository/Scorepart/scorepart.owl,patterns-repository/Scorepart,https://purl.org/andreapoltronieri/scorepart/,xml:base
patterns-repository/Scorepart/scorepart.owl,patterns-repository/Scorepart,https://purl.org/andreapoltronieri/scorepart/,xmlns (default namespace)
patterns-repository/Sequence/DUL.owl,patterns-repository/Sequence,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Sequence/DUL.owl,patterns-repository/Sequence,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Sequence/DUL.owl,patterns-repository/Sequence,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Sequence/sequence.owl,patterns-repository/Sequence,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,owl:Ontology IRI/rdf:about
patterns-repository/Sequence/sequence.owl,patterns-repository/Sequence,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,xml:base
patterns-repository/Sequence/sequence.owl,patterns-repository/Sequence,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,xmlns (default namespace)
patterns-repository/Set/set.owl,patterns-repository/Set,http://www.ontologydesignpatterns.org/cp/owl/set.owl,xml:base
patterns-repository/Set/set.owl,patterns-repository/Set,http://www.ontologydesignpatterns.org/cp/owl/set.owl,xmlns (default namespace)
patterns-repository/SimpleOrAggregated/SimpleOrAggregated.owl,patterns-repository/SimpleOrAggregated,http://delicias.dia.fi.upm.es/ontologies/SimpleOrAggregated.owl,xml:base
patterns-repository/SimpleOrAggregated/SimpleOrAggregated.owl,patterns-repository/SimpleOrAggregated,http://www.cenitmio.es/ontologies/Provider.owl,xmlns (default namespace)
patterns-repository/SimpleTopic/topic.owl,patterns-repository/SimpleTopic,http://www.ontologydesignpatterns.org/cp/owl/topic.owl,owl:Ontology IRI/rdf:about
patterns-repository/SimpleTopic/topic.owl,patterns-repository/SimpleTopic,http://www.ontologydesignpatterns.org/cp/owl/topic.owl,xml:base
patterns-repository/SimpleTopic/topic.owl,patterns-repository/SimpleTopic,http://www.ontologydesignpatterns.org/cp/owl/topic.owl,xmlns (default namespace)
patterns-repository/Situation/DUL.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/Situation/DUL.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/Situation/DUL.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/Situation/cpannotationschema.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/Situation/cpannotationschema.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/Situation/situation.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,owl:Ontology IRI/rdf:about
patterns-repository/Situation/situation.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xml:base
patterns-repository/Situation/situation.owl,patterns-repository/Situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xmlns (default namespace)
patterns-repository/SmartHome/event.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xml:base
patterns-repository/SmartHome/event.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome/geometry.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/geometry.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome/geometry.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/geometry.owl,xml:base
patterns-repository/SmartHome/geometry.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/geometry.owl,xmlns (default namespace)
patterns-repository/SmartHome/network.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xml:base
patterns-repository/SmartHome/network.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome/object.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xml:base
patterns-repository/SmartHome/object.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome/place.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xml:base
patterns-repository/SmartHome/place.owl,patterns-repository/SmartHome,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome/sensing.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/sensing,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome/sensing.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/sensing.owl,xml:base
patterns-repository/SmartHome/sensing.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/sensing.owl,xmlns (default namespace)
patterns-repository/SmartHome/situation.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/situation.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome/situation.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/situation.owl,xml:base
patterns-repository/SmartHome/situation.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/situation.owl,xmlns (default namespace)
patterns-repository/SmartHome/smartenv.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/smartenv.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome/smartenv.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/smartenv.owl,xml:base
patterns-repository/SmartHome/smartenv.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/smartenv.owl,xmlns (default namespace)
patterns-repository/SmartHome/time.owl,patterns-repository/SmartHome,http://ecareathome-ontology.mpi.aass.oru.se/patterns/time.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome/time.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/time.owl,xml:base
patterns-repository/SmartHome/time.owl,patterns-repository/SmartHome,https://w3id.org/smartenvironment/patterns/time.owl,xmlns (default namespace)
patterns-repository/SmartHome_FeatureOfInterest/SmartHome_FeatureOfInterest.owl,patterns-repository/SmartHome_FeatureOfInterest,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_FeatureOfInterest.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome_FeatureOfInterest/SmartHome_FeatureOfInterest.owl,patterns-repository/SmartHome_FeatureOfInterest,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_FeatureOfInterest.owl,xml:base
patterns-repository/SmartHome_FeatureOfInterest/SmartHome_FeatureOfInterest.owl,patterns-repository/SmartHome_FeatureOfInterest,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_FeatureOfInterest.owl,xmlns (default namespace)
patterns-repository/SmartHome_Geometry/SmartHome_Geometry.owl,patterns-repository/SmartHome_Geometry,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Geometry.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome_Geometry/SmartHome_Geometry.owl,patterns-repository/SmartHome_Geometry,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Geometry.owl,xml:base
patterns-repository/SmartHome_Geometry/SmartHome_Geometry.owl,patterns-repository/SmartHome_Geometry,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Geometry.owl,xmlns (default namespace)
patterns-repository/SmartHome_Network/SmartHome_Network.owl,patterns-repository/SmartHome_Network,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Network.owl,xml:base
patterns-repository/SmartHome_Network/SmartHome_Network.owl,patterns-repository/SmartHome_Network,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome_Object/SmartHome_Object.owl,patterns-repository/SmartHome_Object,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Object.owl,xml:base
patterns-repository/SmartHome_Object/SmartHome_Object.owl,patterns-repository/SmartHome_Object,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome_Place/DUL.owl,patterns-repository/SmartHome_Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome_Place/DUL.owl,patterns-repository/SmartHome_Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xml:base
patterns-repository/SmartHome_Place/DUL.owl,patterns-repository/SmartHome_Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,xmlns (default namespace)
patterns-repository/SmartHome_Place/SmartHome_Place.owl,patterns-repository/SmartHome_Place,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Place.owl,xml:base
patterns-repository/SmartHome_Place/SmartHome_Place.owl,patterns-repository/SmartHome_Place,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome_Property/SmartHome_Property.owl,patterns-repository/SmartHome_Property,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Property.owl,xml:base
patterns-repository/SmartHome_Property/SmartHome_Property.owl,patterns-repository/SmartHome_Property,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome_Sensing/SmartHome_Sensing.owl,patterns-repository/SmartHome_Sensing,http://www.w3.org/2002/07/owl,xml:base
patterns-repository/SmartHome_Sensing/SmartHome_Sensing.owl,patterns-repository/SmartHome_Sensing,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome_Situation/SmartHome_Situation.owl,patterns-repository/SmartHome_Situation,http://ecareathome-ontology.mpi.aass.oru.se/patterns/SmartHome_Situation.owl,xml:base
patterns-repository/SmartHome_Situation/SmartHome_Situation.owl,patterns-repository/SmartHome_Situation,http://www.w3.org/2002/07/owl,xmlns (default namespace)
patterns-repository/SmartHome_TimeInterval/time.owl,patterns-repository/SmartHome_TimeInterval,http://ecareathome-ontology.mpi.aass.oru.se/patterns/time.owl,owl:Ontology IRI/rdf:about
patterns-repository/SmartHome_TimeInterval/time.owl,patterns-repository/SmartHome_TimeInterval,https://w3id.org/smartenvironment/patterns/time.owl,xml:base
patterns-repository/SmartHome_TimeInterval/time.owl,patterns-repository/SmartHome_TimeInterval,https://w3id.org/smartenvironment/patterns/time.owl,xmlns (default namespace)
patterns-repository/Spatial_Graph_Adapter_(SGA)/SGA_Protege_OWL.owl,patterns-repository/Spatial_Graph_Adapter_(SGA),http://www.semanticweb.org/holly2012/ontologies/2016/SGA_Pattern,owl:Ontology IRI/rdf:about
patterns-repository/Spatial_Graph_Adapter_(SGA)/SGA_Protege_OWL.owl,patterns-repository/Spatial_Graph_Adapter_(SGA),http://www.semanticweb.org/holly2012/ontologies/2016/SGA_Pattern,xml:base
patterns-repository/Spatial_Graph_Adapter_(SGA)/SGA_Protege_OWL.owl,patterns-repository/Spatial_Graph_Adapter_(SGA),http://www.semanticweb.org/holly2012/ontologies/2016/SGA_Pattern,xmlns (default namespace)
patterns-repository/SpatioTemporalExtent/spatiotemporalextent.owl,patterns-repository/SpatioTemporalExtent,http://w3id.org/daselab/onto/spatiotemporalextent,owl:Ontology IRI/rdf:about
patterns-repository/SpatioTemporalExtent/spatiotemporalextent.owl,patterns-repository/SpatioTemporalExtent,http://w3id.org/daselab/onto/spatiotemporalextent,xml:base
patterns-repository/SpatioTemporalExtent/spatiotemporalextent.owl,patterns-repository/SpatioTemporalExtent,http://w3id.org/daselab/onto/spatiotemporalextent,xmlns (default namespace)
patterns-repository/SpeciesBathymetry/aquaticresources.owl,patterns-repository/SpeciesBathymetry,http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresources.owl,xml:base
patterns-repository/SpeciesBathymetry/aquaticresources.owl,patterns-repository/SpeciesBathymetry,http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresources.owl,xmlns (default namespace)
patterns-repository/SpeciesBathymetry/cpannotationschema.owl,patterns-repository/SpeciesBathymetry,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/SpeciesBathymetry/cpannotationschema.owl,patterns-repository/SpeciesBathymetry,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/SpeciesBathymetry/speciesbathymetry.owl,patterns-repository/SpeciesBathymetry,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesbathymetry.owl,xml:base
patterns-repository/SpeciesBathymetry/speciesbathymetry.owl,patterns-repository/SpeciesBathymetry,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesbathymetry.owl,xmlns (default namespace)
patterns-repository/SpeciesConditions/cpannotationschema.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/SpeciesConditions/cpannotationschema.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/SpeciesConditions/situation.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,owl:Ontology IRI/rdf:about
patterns-repository/SpeciesConditions/situation.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xml:base
patterns-repository/SpeciesConditions/situation.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,xmlns (default namespace)
patterns-repository/SpeciesConditions/speciesconditions.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesconditions.owl,xml:base
patterns-repository/SpeciesConditions/speciesconditions.owl,patterns-repository/SpeciesConditions,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesconditions.owl,xmlns (default namespace)
patterns-repository/SpeciesConservation/speciesconservation.owl,patterns-repository/SpeciesConservation,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesconservation.owl,xml:base
patterns-repository/SpeciesConservation/speciesconservation.owl,patterns-repository/SpeciesConservation,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesconservation.owl,xmlns (default namespace)
patterns-repository/SpeciesEat/cpannotationschema.owl,patterns-repository/SpeciesEat,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/SpeciesEat/cpannotationschema.owl,patterns-repository/SpeciesEat,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/SpeciesEat/specieseat.owl,patterns-repository/SpeciesEat,http://www.ontologydesignpatterns.org/cp/owl/fsdas/specieseat.owl,xml:base
patterns-repository/SpeciesEat/specieseat.owl,patterns-repository/SpeciesEat,http://www.ontologydesignpatterns.org/cp/owl/fsdas/specieseat.owl,xmlns (default namespace)
patterns-repository/SpeciesHabitat/aquaticresources.owl,patterns-repository/SpeciesHabitat,http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresources.owl,xml:base
patterns-repository/SpeciesHabitat/aquaticresources.owl,patterns-repository/SpeciesHabitat,http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresources.owl,xmlns (default namespace)
patterns-repository/SpeciesHabitat/cpannotationschema.owl,patterns-repository/SpeciesHabitat,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/SpeciesHabitat/cpannotationschema.owl,patterns-repository/SpeciesHabitat,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/SpeciesHabitat/specieshabitat.owl,patterns-repository/SpeciesHabitat,http://www.ontologydesignpatterns.org/cp/owl/fsdas/specieshabitat.owl,xml:base
patterns-repository/SpeciesNames/cpannotationschema.owl,patterns-repository/SpeciesNames,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/SpeciesNames/cpannotationschema.owl,patterns-repository/SpeciesNames,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/SpeciesNames/speciesnames.owl,patterns-repository/SpeciesNames,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesnames.owl,xml:base
patterns-repository/SpeciesNames/speciesnames.owl,patterns-repository/SpeciesNames,http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesnames.owl,xmlns (default namespace)
patterns-repository/Tagging/tagging.owl,patterns-repository/Tagging,http://www.ontologydesignpatterns.org/cp/owl/tagging.owl,owl:Ontology IRI/rdf:about
patterns-repository/Tagging/tagging.owl,patterns-repository/Tagging,http://www.ontologydesignpatterns.org/cp/owl/tagging.owl,xml:base
patterns-repository/Tagging/tagging.owl,patterns-repository/Tagging,http://www.ontologydesignpatterns.org/cp/owl/tagging.owl,xmlns (default namespace)
patterns-repository/TaskExecution/agentrole.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/agentrole.owl,owl:Ontology IRI/rdf:about
patterns-repository/TaskExecution/agentrole.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/agentrole.owl,xml:base
patterns-repository/TaskExecution/agentrole.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/agentrole.owl,xmlns (default namespace)
patterns-repository/TaskExecution/naryclassification.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/naryclassification.owl,xml:base
patterns-repository/TaskExecution/naryclassification.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/naryclassification.owl,xmlns (default namespace)
patterns-repository/TaskExecution/participation.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,owl:Ontology IRI/rdf:about
patterns-repository/TaskExecution/participation.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,xml:base
patterns-repository/TaskExecution/participation.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,xmlns (default namespace)
patterns-repository/TaskExecution/taskexecution.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/taskexecution.owl,owl:Ontology IRI/rdf:about
patterns-repository/TaskExecution/taskexecution.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/taskexecution.owl,xml:base
patterns-repository/TaskExecution/taskexecution.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/taskexecution.owl,xmlns (default namespace)
patterns-repository/TaskExecution/taskrole.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/taskrole.owl,owl:Ontology IRI/rdf:about
patterns-repository/TaskExecution/taskrole.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/taskrole.owl,xml:base
patterns-repository/TaskExecution/taskrole.owl,patterns-repository/TaskExecution,http://www.ontologydesignpatterns.org/cp/owl/taskrole.owl,xmlns (default namespace)
patterns-repository/Template_Instance/template_instance_odp.owl,patterns-repository/Template_Instance,http://ontologydesignpatterns.org/template,xml:base
patterns-repository/Template_Instance/template_instance_odp.owl,patterns-repository/Template_Instance,http://ontologydesignpatterns.org/template,xmlns (default namespace)
patterns-repository/TimeIndexedClassification/countingAs.owl,patterns-repository/TimeIndexedClassification,http://www.w3.org/1999/xhtml,xmlns (default namespace)
patterns-repository/TimeIndexedClassification/timeindexedclassification.owl,patterns-repository/TimeIndexedClassification,http://www.ontologydesignpatterns.org/cp/owl/timeindexedclassification.owl,owl:Ontology IRI/rdf:about
patterns-repository/TimeIndexedClassification/timeindexedclassification.owl,patterns-repository/TimeIndexedClassification,http://www.ontologydesignpatterns.org/cp/owl/timeindexedclassification.owl,xml:base
patterns-repository/TimeIndexedClassification/timeindexedclassification.owl,patterns-repository/TimeIndexedClassification,http://www.ontologydesignpatterns.org/cp/owl/timeindexedclassification.owl,xmlns (default namespace)
patterns-repository/TimeIndexedClassification/timeindexedsituation.owl,patterns-repository/TimeIndexedClassification,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,owl:Ontology IRI/rdf:about
patterns-repository/TimeIndexedClassification/timeindexedsituation.owl,patterns-repository/TimeIndexedClassification,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,xml:base
patterns-repository/TimeIndexedClassification/timeindexedsituation.owl,patterns-repository/TimeIndexedClassification,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,xmlns (default namespace)
patterns-repository/TimeIndexedPartOf/timeindexedpartof.owl,patterns-repository/TimeIndexedPartOf,http://www.ontologydesignpatterns.org/cp/owl/timeindexedpartof.owl,owl:Ontology IRI/rdf:about
patterns-repository/TimeIndexedPartOf/timeindexedpartof.owl,patterns-repository/TimeIndexedPartOf,http://www.ontologydesignpatterns.org/cp/owl/timeindexedpartof.owl,xml:base
patterns-repository/TimeIndexedPartOf/timeindexedpartof.owl,patterns-repository/TimeIndexedPartOf,http://www.ontologydesignpatterns.org/cp/owl/timeindexedpartof.owl,xmlns (default namespace)
patterns-repository/TimeIndexedPartOf/yarispneumatics.owl,patterns-repository/TimeIndexedPartOf,http://www.ontologydesignpatterns.org/cp/examples/timeindexedpartof/yarispneumatics.owl,xml:base
patterns-repository/TimeIndexedPartOf/yarispneumatics.owl,patterns-repository/TimeIndexedPartOf,http://www.ontologydesignpatterns.org/cp/examples/timeindexedpartof/yarispneumatics.owl,xmlns (default namespace)
patterns-repository/TimeIndexedSituation/timeindexedsituation.owl,patterns-repository/TimeIndexedSituation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,owl:Ontology IRI/rdf:about
patterns-repository/TimeIndexedSituation/timeindexedsituation.owl,patterns-repository/TimeIndexedSituation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,xml:base
patterns-repository/TimeIndexedSituation/timeindexedsituation.owl,patterns-repository/TimeIndexedSituation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,xmlns (default namespace)
patterns-repository/TimeInterval/january2008.owl,patterns-repository/TimeInterval,http://www.ontologydesignpatterns.org/cp/examples/timeinterval/january2008.owl,xml:base
patterns-repository/TimeInterval/january2008.owl,patterns-repository/TimeInterval,http://www.ontologydesignpatterns.org/cp/examples/timeinterval/january2008.owl,xmlns (default namespace)
patterns-repository/TimeInterval/timeinterval.owl,patterns-repository/TimeInterval,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,owl:Ontology IRI/rdf:about
patterns-repository/TimeInterval/timeinterval.owl,patterns-repository/TimeInterval,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,xml:base
patterns-repository/TimeInterval/timeinterval.owl,patterns-repository/TimeInterval,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,xmlns (default namespace)
patterns-repository/TimePeriod/timeperiod.owl,patterns-repository/TimePeriod,http://www.ontologydesignpatterns.org/cp/owl/timeperiod.owl,owl:Ontology IRI/rdf:about
patterns-repository/TimePeriod/timeperiod.owl,patterns-repository/TimePeriod,http://www.ontologydesignpatterns.org/cp/owl/timeperiod.owl,xml:base
patterns-repository/TimePeriod/timeperiod.owl,patterns-repository/TimePeriod,http://www.ontologydesignpatterns.org/cp/owl/timeperiod.owl,xmlns (default namespace)
patterns-repository/Time_indexed_participation/timeindexedparticipation.owl,patterns-repository/Time_indexed_participation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedparticipation.owl,owl:Ontology IRI/rdf:about
patterns-repository/Time_indexed_participation/timeindexedparticipation.owl,patterns-repository/Time_indexed_participation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedparticipation.owl,xml:base
patterns-repository/Time_indexed_participation/timeindexedparticipation.owl,patterns-repository/Time_indexed_participation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedparticipation.owl,xmlns (default namespace)
patterns-repository/Time_indexed_person_role/agentrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/agentrole.owl,owl:Ontology IRI/rdf:about
patterns-repository/Time_indexed_person_role/agentrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/agentrole.owl,xml:base
patterns-repository/Time_indexed_person_role/agentrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/agentrole.owl,xmlns (default namespace)
patterns-repository/Time_indexed_person_role/classification.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/classification.owl,owl:Ontology IRI/rdf:about
patterns-repository/Time_indexed_person_role/classification.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/classification.owl,xml:base
patterns-repository/Time_indexed_person_role/classification.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/classification.owl,xmlns (default namespace)
patterns-repository/Time_indexed_person_role/cpannotationschema.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/Time_indexed_person_role/cpannotationschema.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/Time_indexed_person_role/naryclassification.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/naryclassification.owl,xml:base
patterns-repository/Time_indexed_person_role/naryclassification.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/naryclassification.owl,xmlns (default namespace)
patterns-repository/Time_indexed_person_role/objectrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl,owl:Ontology IRI/rdf:about
patterns-repository/Time_indexed_person_role/objectrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl,xml:base
patterns-repository/Time_indexed_person_role/objectrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/objectrole.owl,xmlns (default namespace)
patterns-repository/Time_indexed_person_role/timeindexedpersonrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/timeindexedpersonrole.owl,owl:Ontology IRI/rdf:about
